"","female","married","edu_high","inc_high","professional","attend_service","perceived_diversity","worried_corona","foreign_born","econ_bad","imm_contact","rally","age"
"803",1,1,1,1,0,1,40,2,0,2,0,45.4545454545455,47
"804",0,0,1,0,1,2,10,2,0,2,0.4,0,43
"805",0,1,1,1,0,2,25,2,0,2,0.4,9.09090909090909,74
"806",0,0,0,0,0,1,17,2,0,3,0.2,18.1818181818182,22
"807",0,0,0,0,0,1,12,4,0,2,0.2,36.3636363636364,28
"808",1,0,0,0,0,3,58,1,0,2,0.6,45.4545454545455,35
"809",1,0,0,0,0,1,31,3,0,2,0.6,0,60
"810",1,1,0,0,0,3,40,4,0,2,0.4,45.4545454545455,73
"811",0,0,0,0,0,1,25,3,0,2,0,27.2727272727273,21
"812",1,1,1,0,0,2,24,4,0,3,0.2,9.09090909090909,66
"813",0,1,0,0,0,1,18,3,0,3,0,0,33
"814",0,1,1,1,1,3,8,2,0,3,0.8,0,27
"815",1,1,0,1,0,2,73,4,0,3,0.4,72.7272727272727,68
"816",0,0,0,0,0,1,15,3,0,3,0.4,0,22
"817",1,0,0,0,0,2,34,3,0,3,0.4,0,61
"818",0,1,0,0,0,2,48,3,0,3,0.2,9.09090909090909,70
"819",0,1,0,1,0,2,21,2,0,2,0.6,18.1818181818182,65
"820",1,0,0,0,0,3,58,1,0,1,0.6,54.5454545454545,62
"821",0,0,1,0,1,1,25,4,0,3,0.8,72.7272727272727,47
"822",0,1,0,0,0,1,23,3,0,2,0.4,9.09090909090909,69
"823",0,1,0,1,0,2,33,3,1,3,0.2,9.09090909090909,73
"824",1,1,1,0,0,1,35,4,0,2,0.6,9.09090909090909,70
"825",0,1,0,1,0,2,12,2,0,3,0.2,0,73
"826",0,1,0,1,0,2,20,4,0,2,0.2,0,69
"827",0,1,1,0,0,3,NA,1,1,2,1,72.7272727272727,72
"828",1,0,0,1,1,3,15,3,0,2,0.2,9.09090909090909,43
"829",0,0,1,0,0,5,50,3,0,2,0.6,0,78
"830",1,0,1,0,0,3,45,3,0,2,0.6,9.09090909090909,68
"831",1,1,0,1,0,2,43,3,0,2,0.2,9.09090909090909,75
"832",1,0,1,0,0,2,3,3,0,2,0.4,0,70
"833",0,1,0,1,0,2,15,2,0,2,0,0,73
"834",0,1,1,1,0,1,18,3,0,3,0.8,27.2727272727273,91
"835",0,0,1,0,0,5,20,3,0,3,0.2,27.2727272727273,69
"836",1,0,0,1,0,1,72,4,1,3,0.6,81.8181818181818,74
"837",0,1,0,0,0,1,15,4,0,2,0.6,45.4545454545455,64
"838",0,1,0,1,0,2,15,3,0,2,0.2,0,69
"839",0,1,1,1,1,1,20,2,0,2,0.4,0,42
"840",0,0,1,0,0,1,12,3,0,3,0.4,0,24
"841",0,1,0,1,0,1,12,3,0,2,0,9.09090909090909,72
"842",0,1,1,0,0,1,23,3,0,2,0.8,0,67
"843",0,1,1,0,0,NA,20,3,0,3,0.4,0,68
"844",1,0,0,0,0,2,64,3,0,1,0.2,NA,50
"845",1,1,1,0,0,2,34,3,0,2,0.2,81.8181818181818,37
"846",0,1,1,1,0,2,20,2,0,3,0.8,54.5454545454545,75
"847",1,1,0,0,0,1,22,2,0,2,0.2,9.09090909090909,69
"848",0,0,0,0,0,5,31,1,0,3,0.2,0,25
"849",1,0,0,1,0,2,20,3,0,2,0,81.8181818181818,73
"850",1,1,0,1,1,3,92,4,0,2,0.6,90.9090909090909,57
"851",0,1,1,0,0,2,16,2,0,3,0.8,63.6363636363636,29
"852",0,0,1,1,1,2,33,3,0,2,0.8,36.3636363636364,58
"853",0,1,1,1,0,2,20,4,0,NA,0.2,81.8181818181818,68
"854",1,1,0,1,0,1,40,3,0,3,0.8,27.2727272727273,43
"855",0,1,1,0,1,1,50,4,0,3,0.8,90.9090909090909,35
"856",0,0,1,0,0,2,44,4,0,3,0.8,0,36
"857",1,0,0,0,0,1,58,3,0,3,0.4,81.8181818181818,35
"858",0,0,1,0,1,4,39,3,0,2,0.8,72.7272727272727,50
"859",1,0,1,0,0,1,26,3,0,2,0.6,0,26
"860",1,0,0,0,0,1,33,3,0,3,0.2,0,41
"861",0,0,0,0,0,1,NA,2,0,3,0.6,0,33
"862",1,1,0,0,0,5,NA,3,0,2,0.6,9.09090909090909,47
"863",1,0,0,0,0,1,NA,2,0,3,0,9.09090909090909,32
"864",1,0,0,0,0,2,45,3,0,3,0,45.4545454545455,48
"865",0,0,0,0,0,1,25,4,1,1,0.4,0,21
"866",0,0,1,0,0,1,16,2,0,2,0.2,0,23
"867",1,1,0,0,0,2,84,4,0,3,0.4,36.3636363636364,35
"868",1,0,1,0,0,1,40,3,0,2,0.8,0,22
"869",0,0,0,0,0,1,9,2,0,1,0,18.1818181818182,47
"870",1,0,0,0,0,1,40,2,0,3,0.8,45.4545454545455,46
"871",1,0,0,0,0,1,30,2,0,2,0,0,32
"872",1,0,0,0,0,5,49,3,0,3,0.2,NA,48
"873",1,1,1,1,1,1,3,2,0,2,1,0,33
"874",1,0,1,0,0,1,8,1,0,2,0.2,0,32
"875",1,1,1,0,0,1,30,4,0,2,0.2,0,71
"876",0,0,0,0,0,2,15,3,0,3,0.6,9.09090909090909,20
"877",1,0,1,0,0,1,46,3,0,3,0.4,54.5454545454545,24
"878",0,0,1,0,0,1,5,4,1,3,0.4,0,34
"879",1,0,0,0,0,3,9,4,0,2,0.8,0,23
"880",1,1,1,1,0,1,41,4,0,3,0.8,0,55
"881",0,0,0,0,0,3,22,3,0,2,0.4,36.3636363636364,26
"882",0,0,0,0,0,4,56,3,1,1,0.6,54.5454545454545,24
"883",1,1,1,0,0,1,NA,2,0,3,0.4,81.8181818181818,33
"884",1,0,0,0,0,2,30,4,0,2,0.4,18.1818181818182,68
"885",1,1,0,0,0,1,32,3,0,2,1,0,35
"886",0,0,1,0,0,3,13,4,1,1,0.8,90.9090909090909,47
"887",1,1,1,1,0,1,10,3,0,2,0.4,0,59
"888",0,0,0,0,0,1,5,2,0,3,0.4,54.5454545454545,22
"889",1,1,0,0,0,1,20,2,0,2,0.2,36.3636363636364,55
"890",0,0,0,0,0,1,13,2,0,3,0,9.09090909090909,37
"891",1,0,1,0,0,3,12,2,0,2,0.4,9.09090909090909,23
"892",1,0,1,1,1,1,41,3,0,1,0.4,0,28
"893",0,0,1,0,0,1,5,2,0,2,0,0,26
"894",1,0,0,0,0,2,20,4,0,2,0.8,36.3636363636364,34
"895",1,1,1,0,0,3,34,3,0,3,0.8,45.4545454545455,37
"896",0,0,0,0,0,2,NA,4,0,1,0.4,63.6363636363636,21
"897",0,0,0,0,0,2,30,2,0,2,0.6,0,49
"898",0,0,0,0,0,1,20,3,0,3,0.6,0,34
"899",0,0,1,1,0,1,15,4,0,2,0.4,45.4545454545455,75
"900",1,0,0,0,0,1,15,2,0,3,0.4,45.4545454545455,27
"901",0,0,0,0,0,2,18,3,0,3,0,18.1818181818182,52
"902",0,0,1,0,0,1,8,3,0,3,0.2,18.1818181818182,29
"903",0,0,0,0,0,1,73,3,0,3,0.6,0,23
"904",1,1,1,0,0,2,31,2,0,3,1,9.09090909090909,39
"905",0,0,1,0,1,5,84,4,0,NA,0.2,72.7272727272727,30
"906",1,0,0,0,0,1,15,3,0,3,0.4,0,48
"907",0,0,1,0,0,1,1,2,0,3,0.6,0,54
"908",0,1,0,0,0,4,11,3,0,3,0.2,18.1818181818182,41
"909",1,1,1,0,0,1,10,3,0,3,0.6,0,27
"910",0,0,0,0,0,1,61,2,0,1,0.2,0,77
"911",0,1,1,1,0,1,30,3,0,2,0.2,45.4545454545455,76
"912",0,0,1,0,0,1,31,2,0,2,1,9.09090909090909,26
"913",0,1,1,1,1,1,6,3,0,3,0.2,0,49
"914",1,1,1,1,1,1,20,3,0,3,1,0,61
"915",1,0,0,0,0,2,41,3,0,3,0,54.5454545454545,65
"916",0,1,1,0,1,1,64,3,0,3,0.6,81.8181818181818,28
"917",0,1,1,1,0,5,30,2,0,2,0.6,0,67
"918",0,1,1,1,1,3,20,2,0,2,0.6,90.9090909090909,55
"919",0,1,0,0,0,1,27,3,0,3,0.4,18.1818181818182,51
"920",0,0,0,0,0,1,43,2,0,2,0.4,NA,57
"921",1,0,0,0,0,1,68,4,0,2,0.2,0,34
"922",1,0,0,0,0,1,20,3,0,2,0,0,36
"923",1,0,1,0,0,1,12,4,0,3,0.6,0,49
"924",0,0,0,0,0,1,35,2,0,2,1,0,46
"925",0,1,1,1,1,2,NA,3,0,2,0.2,36.3636363636364,55
"926",1,1,0,0,0,1,38,4,0,3,0.6,63.6363636363636,72
"927",1,0,0,0,0,1,20,3,0,3,0.8,0,28
"928",1,1,0,0,0,1,15,1,0,2,0.6,45.4545454545455,53
"929",1,0,1,0,1,2,NA,3,0,3,1,63.6363636363636,27
"930",1,1,1,1,1,1,50,3,0,3,0.4,90.9090909090909,32
"931",0,0,1,0,1,1,25,2,0,2,0.6,18.1818181818182,31
"932",0,0,0,0,0,1,29,2,0,2,0,81.8181818181818,30
"933",1,0,0,0,0,1,72,3,0,3,0.2,NA,30
"934",0,1,1,1,1,3,20,1,0,2,0.8,9.09090909090909,34
"935",0,0,0,0,1,2,22,2,0,2,0.4,36.3636363636364,56
"936",0,0,0,0,0,2,29,2,0,2,0.6,72.7272727272727,76
"937",1,0,1,0,0,1,33,4,0,3,0,0,51
"938",1,0,1,1,1,1,21,2,0,2,0.2,NA,34
"939",1,0,1,0,1,1,NA,4,1,2,0.8,0,45
"940",1,0,0,0,0,1,45,4,0,3,0.4,0,39
"941",0,0,0,1,0,1,17,2,0,1,0.6,NA,22
"942",1,1,1,1,1,1,13,3,0,3,0,45.4545454545455,32
"943",0,1,1,0,0,1,23,3,0,3,0.4,18.1818181818182,75
"944",1,1,1,1,0,2,NA,4,0,3,0.8,72.7272727272727,54
"945",1,1,1,1,0,1,30,3,0,3,0.4,NA,40
"946",0,1,1,1,0,1,15,3,0,2,0.6,45.4545454545455,42
"947",1,0,0,0,0,1,50,1,0,2,0,9.09090909090909,51
"948",0,0,0,0,0,1,NA,2,0,2,0,NA,49
"949",0,1,0,0,0,2,5,3,0,NA,0.4,81.8181818181818,48
"950",0,1,0,0,0,1,20,4,0,2,0.6,90.9090909090909,45
"951",1,0,0,0,0,4,20,3,0,2,0,18.1818181818182,22
"952",1,0,0,0,0,2,35,4,1,3,1,9.09090909090909,42
"953",1,0,0,0,0,1,NA,3,0,3,0,27.2727272727273,36
"954",0,1,1,0,0,2,25,1,0,2,0,81.8181818181818,41
"955",1,0,0,0,0,2,14,3,0,2,0,9.09090909090909,49
"956",1,0,1,0,1,1,22,3,0,2,0.6,0,31
"957",1,0,1,0,0,1,35,4,0,2,0,NA,25
"958",1,1,1,0,0,1,27,3,0,2,0.8,0,52
"959",1,0,1,0,0,1,57,2,0,1,0.6,0,24
"960",0,0,1,0,0,NA,56,3,0,3,0.6,63.6363636363636,34
"961",1,1,0,1,0,2,40,4,0,2,0,81.8181818181818,39
"962",1,0,1,1,0,2,40,4,0,2,0.2,18.1818181818182,32
"963",1,0,1,1,0,3,NA,4,0,3,0.8,54.5454545454545,21
"964",0,0,0,0,0,1,34,2,0,2,0.2,9.09090909090909,41
"965",1,0,1,1,0,1,30,4,0,3,0.6,0,59
"966",1,0,1,1,0,1,20,3,0,3,0.4,9.09090909090909,25
"967",0,0,0,0,0,2,NA,4,0,3,0.6,63.6363636363636,57
"968",1,1,1,0,0,1,49,3,0,3,0.2,36.3636363636364,42
"969",0,0,0,0,0,1,20,2,0,2,0,81.8181818181818,33
"970",0,1,0,0,0,2,8,4,0,3,0.2,0,81
"971",1,1,1,1,0,1,20,3,0,2,0.4,0,49
"972",1,1,0,0,0,1,23,4,0,3,0,63.6363636363636,37
"973",1,0,0,0,0,1,21,3,0,2,0,27.2727272727273,35
"974",1,1,1,0,0,5,NA,3,0,3,0.6,NA,44
"975",1,0,1,1,0,3,14,3,0,2,1,0,42
"976",1,1,1,0,0,1,15,3,0,2,0.6,18.1818181818182,59
"977",1,0,1,0,0,2,57,4,0,2,0.4,27.2727272727273,28
"978",1,0,1,0,1,1,30,2,1,3,0.8,0,32
"979",0,0,1,0,0,1,22,4,1,2,0.2,0,50
"980",1,0,0,0,0,1,20,3,0,3,0,9.09090909090909,57
"981",0,0,0,0,0,1,29,4,0,3,0,0,40
"982",1,1,1,1,0,2,15,3,0,2,0.4,36.3636363636364,55
"983",0,0,1,0,0,1,NA,4,0,3,0.8,0,35
"984",1,0,0,0,0,5,62,4,0,1,0.4,0,39
"985",1,1,0,1,0,1,5,3,0,2,0.4,0,46
"986",0,1,0,0,0,2,NA,2,1,2,0.2,0,60
"987",1,0,0,0,0,1,22,3,0,3,0.6,0,60
"988",1,1,0,0,0,1,7,1,0,2,1,0,40
"989",0,0,1,0,1,1,4,4,0,3,0.2,0,53
"990",1,1,0,0,0,3,NA,4,1,2,1,45.4545454545455,43
"991",1,0,1,0,0,1,24,3,0,2,0.4,0,22
"992",1,1,1,0,0,2,38,2,0,1,0.4,27.2727272727273,35
"993",1,0,1,0,0,1,32,4,0,2,0.2,NA,45
"994",1,1,0,0,0,2,28,1,0,2,0.2,45.4545454545455,36
"995",1,0,1,0,0,1,58,1,0,2,0.2,0,39
"996",0,0,0,1,0,1,13,3,0,2,0.8,9.09090909090909,37
"997",0,0,0,0,0,1,10,2,0,2,0.6,0,43
"998",0,0,0,0,0,1,5,3,0,1,0.2,0,53
"999",1,0,1,0,0,2,40,2,0,2,0.2,0,60
"1000",1,1,0,0,0,2,8,3,0,2,0.6,0,42
"1001",1,0,1,0,0,2,40,2,0,3,0.4,0,45
"1002",1,0,0,0,0,1,40,2,0,3,0,27.2727272727273,36
"1003",1,0,1,0,0,4,30,3,0,3,0.8,0,26
"1004",1,1,1,0,0,4,30,3,0,3,0.8,45.4545454545455,49
"1005",1,1,0,1,0,1,24,3,0,1,0.8,0,67
"1006",1,0,0,0,0,2,62,3,0,3,0.8,54.5454545454545,49
"1007",1,1,1,0,0,1,15,3,0,NA,0.2,9.09090909090909,38
"1008",1,1,0,0,0,1,35,3,0,2,0.2,27.2727272727273,55
"1009",1,0,1,0,0,1,31,3,0,2,0.2,0,51
"1010",1,1,0,0,0,2,50,4,0,3,0,0,40
"1011",0,0,1,0,0,1,27,2,0,2,0.6,36.3636363636364,36
"1012",0,0,1,0,0,1,10,4,0,2,0.2,36.3636363636364,23
"1013",0,0,0,0,0,3,16,1,0,1,0.8,54.5454545454545,54
"1014",0,0,1,0,0,2,11,3,0,3,0,81.8181818181818,28
"1015",1,0,0,0,0,2,22,3,0,3,0.2,0,27
"1016",1,0,0,0,0,2,44,4,0,2,0.6,9.09090909090909,49
"1017",0,0,0,0,0,2,NA,2,0,3,0.4,0,20
"1018",1,0,0,0,0,1,42,4,0,3,0,0,58
"1019",1,1,0,0,0,1,62,3,0,2,0.6,0,40
"1020",1,1,0,1,0,2,18,3,0,2,0.4,NA,40
"1021",1,0,0,1,0,1,14,3,0,2,0,9.09090909090909,29
"1022",1,1,1,1,0,5,11,3,0,2,0.8,9.09090909090909,57
"1023",1,0,0,0,0,1,97,3,0,2,0,81.8181818181818,45
"1024",1,1,0,0,0,1,30,3,0,3,0.8,9.09090909090909,49
"1025",1,0,0,0,0,1,72,2,0,1,0,90.9090909090909,32
"1026",0,1,1,0,1,1,10,2,1,2,0.2,18.1818181818182,73
"1027",1,0,0,0,0,3,35,3,0,2,0.6,9.09090909090909,58
"1028",1,1,1,0,0,2,40,3,0,1,0,45.4545454545455,45
"1029",1,0,0,0,0,1,25,3,0,2,0,0,37
"1030",1,0,1,0,1,2,10,2,0,2,1,18.1818181818182,56
"1031",1,1,0,0,0,1,37,4,0,2,0,45.4545454545455,61
"1032",1,0,0,0,0,1,30,2,0,2,0.2,45.4545454545455,45
"1033",0,1,0,0,0,1,40,4,0,2,0.6,27.2727272727273,75
"1034",1,0,0,0,0,2,NA,3,0,3,0,63.6363636363636,46
"1035",0,1,0,0,0,1,8,4,0,2,0.2,45.4545454545455,39
"1036",1,0,0,0,0,1,49,3,0,3,1,0,49
"1037",0,0,1,1,0,2,19,3,0,2,0.2,63.6363636363636,38
"1038",1,1,0,0,0,1,50,3,0,3,0,63.6363636363636,29
"1039",1,0,0,0,0,1,35,2,0,2,0,NA,27
"1040",1,1,0,0,0,1,31,3,0,1,0,90.9090909090909,32
"1041",1,1,1,0,0,4,30,2,0,2,0,45.4545454545455,58
"1042",1,0,0,0,0,1,31,2,0,2,0.6,18.1818181818182,51
"1043",1,1,1,1,0,1,39,3,0,2,0.4,18.1818181818182,58
"1044",1,0,0,0,0,1,NA,3,0,2,0.2,0,55
"1045",0,1,0,0,0,2,44,2,0,2,0.6,0,65
"1046",0,1,1,1,0,2,64,3,0,2,0.6,81.8181818181818,68
"1047",1,0,0,0,0,1,NA,4,0,3,0.8,90.9090909090909,54
"1048",0,1,0,0,0,1,20,2,0,3,0.4,45.4545454545455,55
"1049",1,1,1,0,0,1,9,1,1,2,0.4,0,31
"1050",0,1,0,1,0,1,79,4,0,2,0.6,0,50
"1051",1,1,0,0,0,5,62,4,0,1,0.8,0,28
"1052",1,0,1,0,0,3,10,3,0,3,0.2,NA,22
"1053",1,1,0,0,0,2,23,4,0,2,0.2,36.3636363636364,58
"1054",1,0,0,0,0,1,61,3,0,3,0.6,90.9090909090909,27
"1055",1,1,1,0,0,1,15,4,0,2,0.6,0,45
"1056",0,1,0,1,0,2,5,4,0,3,0,NA,58
"1057",1,1,0,0,0,2,34,1,0,3,0.2,63.6363636363636,39
"1058",1,0,0,0,0,1,62,2,0,2,0.4,0,41
"1059",1,1,1,0,0,5,61,2,0,3,0.6,0,32
"1060",0,0,0,0,0,1,10,2,0,3,0.4,36.3636363636364,21
"1061",1,0,0,0,0,1,7,3,0,3,0,NA,34
"1062",1,1,1,1,0,1,24,4,0,2,0.2,9.09090909090909,42
"1063",0,0,0,0,0,1,34,3,0,2,0.4,9.09090909090909,24
"1064",1,1,0,0,0,1,NA,2,0,1,0.6,0,39
"1065",0,1,0,0,0,2,31,2,0,3,0.4,54.5454545454545,50
"1066",0,1,0,0,0,2,7,3,0,1,0.4,0,38
"1067",1,0,1,0,0,1,68,2,0,2,0,54.5454545454545,35
"1068",1,0,0,0,0,1,25,2,0,2,0.6,45.4545454545455,38
"1069",1,0,1,0,0,1,20,2,0,3,0.6,0,41
"1070",0,0,0,0,0,1,7,3,0,2,0,45.4545454545455,24
"1071",0,0,0,0,0,5,61,3,0,1,0.4,72.7272727272727,28
"1072",1,0,0,1,0,1,47,4,0,3,0.2,9.09090909090909,46
"1073",1,0,0,0,0,1,5,3,0,3,1,0,42
"1074",0,0,0,0,0,2,10,2,0,2,0.6,9.09090909090909,20
"1075",0,1,0,0,0,1,20,3,0,2,0.4,0,58
"1076",1,0,0,0,0,1,57,3,0,2,0.2,45.4545454545455,36
"1077",0,0,1,0,0,2,30,3,0,2,0,54.5454545454545,37
"1078",0,0,1,0,0,1,35,3,0,1,0.8,63.6363636363636,24
"1079",1,0,0,0,0,1,86,3,0,2,0,0,44
"1080",1,1,1,0,0,1,50,3,0,NA,0.2,NA,48
"1081",1,1,0,0,0,2,40,2,0,2,0.2,45.4545454545455,59
"1082",1,0,0,0,0,1,30,3,0,2,0.8,0,48
"1083",1,1,0,0,0,2,NA,4,0,3,0.4,45.4545454545455,50
"1084",1,0,1,0,0,1,28,3,0,3,0,90.9090909090909,23
"1085",0,1,0,1,0,1,50,2,0,2,0.4,0,44
"1086",1,0,0,0,0,5,30,1,0,3,0,0,47
"1087",1,0,0,0,0,2,8,2,0,3,0.4,0,51
"1088",1,1,1,1,0,1,11,3,0,3,0.2,9.09090909090909,44
"1089",1,0,0,0,0,1,41,4,0,3,0.6,0,47
"1090",1,1,1,1,0,1,41,3,0,1,0.4,9.09090909090909,46
"1091",1,0,0,0,0,1,32,3,0,3,0.2,0,35
"1092",1,1,0,0,0,4,33,4,0,2,0.4,45.4545454545455,48
"1093",1,0,1,1,0,2,39,4,0,2,0.4,0,26
"1094",1,0,0,0,0,2,30,4,0,2,0,27.2727272727273,32
"1095",1,1,1,1,0,1,NA,3,0,3,0.6,45.4545454545455,30
"1096",1,0,0,0,0,1,12,3,0,2,1,0,34
"1097",1,1,1,1,0,1,40,3,0,2,0.2,NA,34
"1098",0,1,1,1,0,3,22,3,0,2,0.4,18.1818181818182,68
"1099",0,0,1,0,0,1,49,2,0,2,0.2,54.5454545454545,38
"1100",1,0,0,1,0,2,39,3,0,3,0.2,54.5454545454545,29
"1101",1,0,0,0,0,1,16,3,0,2,0.6,0,62
"1102",0,1,0,0,0,1,NA,4,0,3,0.2,90.9090909090909,59
"1103",1,0,1,0,0,1,44,3,0,2,0,0,49
"1104",0,1,1,0,1,1,9,2,0,2,0.6,0,34
"1105",0,1,0,0,0,3,5,3,1,3,0.4,45.4545454545455,51
"1106",1,1,1,1,0,1,12,3,0,3,0.2,18.1818181818182,44
"1107",1,0,0,0,0,NA,88,3,0,3,0.2,NA,43
"1108",1,0,0,0,0,1,NA,4,0,1,0.8,18.1818181818182,41
"1109",1,1,1,1,0,2,15,2,0,2,0.4,18.1818181818182,44
"1110",1,1,1,0,0,1,7,3,0,3,0,36.3636363636364,43
"1111",1,0,1,1,0,2,5,3,0,2,0.2,9.09090909090909,50
